Title,Description,URL,Username,Top Repository,Github,Repository URL,Ratings
Bitcoin,Bitcoin is a cryptocurrency developed by Satoshi Nakamoto.,https://github.com//topics/bitcoin,btcpayserver,btcpayserver,https://github.com//btcpayserver,https://github.com//btcpayserver/btcpayserver,5800
Bitcoin,Bitcoin is a cryptocurrency developed by Satoshi Nakamoto.,https://github.com//topics/bitcoin,getumbrel,umbrel,https://github.com//getumbrel,https://github.com//getumbrel/umbrel,5600
Bitcoin,Bitcoin is a cryptocurrency developed by Satoshi Nakamoto.,https://github.com//topics/bitcoin,UFund-Me,Qbot,https://github.com//UFund-Me,https://github.com//UFund-Me/Qbot,5400
Bitcoin,Bitcoin is a cryptocurrency developed by Satoshi Nakamoto.,https://github.com//topics/bitcoin,bitcoinjs,bitcoinjs-lib,https://github.com//bitcoinjs,https://github.com//bitcoinjs/bitcoinjs-lib,5400
Bitcoin,Bitcoin is a cryptocurrency developed by Satoshi Nakamoto.,https://github.com//topics/bitcoin,jesse-ai,jesse,https://github.com//jesse-ai,https://github.com//jesse-ai/jesse,5100
Bitcoin,Bitcoin is a cryptocurrency developed by Satoshi Nakamoto.,https://github.com//topics/bitcoin,twbs,bootstrap,https://github.com//twbs,https://github.com//twbs/bootstrap,167000
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,ColorlibHQ,AdminLTE,https://github.com//ColorlibHQ,https://github.com//ColorlibHQ/AdminLTE,43400
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,tabler,tabler,https://github.com//tabler,https://github.com//tabler/tabler,36600
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,mdbootstrap,mdb-ui-kit,https://github.com//mdbootstrap,https://github.com//mdbootstrap/mdb-ui-kit,24000
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,react-bootstrap,react-bootstrap,https://github.com//react-bootstrap,https://github.com//react-bootstrap/react-bootstrap,22100
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,ColorlibHQ,gentelella,https://github.com//ColorlibHQ,https://github.com//ColorlibHQ/gentelella,20900
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,verekia,js-stack-from-scratch,https://github.com//verekia,https://github.com//verekia/js-stack-from-scratch,20100
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,bootstrap-vue,bootstrap-vue,https://github.com//bootstrap-vue,https://github.com//bootstrap-vue/bootstrap-vue,14400
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,thomaspark,bootswatch,https://github.com//thomaspark,https://github.com//thomaspark/bootswatch,14400
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,selectize,selectize.js,https://github.com//selectize,https://github.com//selectize/selectize.js,13000
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,uxsolutions,bootstrap-datepicker,https://github.com//uxsolutions,https://github.com//uxsolutions/bootstrap-datepicker,12600
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,coreui,coreui-free-bootstrap-admin-template,https://github.com//coreui,https://github.com//coreui/coreui-free-bootstrap-admin-template,11700
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,wenzhixin,bootstrap-table,https://github.com//wenzhixin,https://github.com//wenzhixin/bootstrap-table,11600
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,Templarian,MaterialDesign,https://github.com//Templarian,https://github.com//Templarian/MaterialDesign,10800
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,reactstrap,reactstrap,https://github.com//reactstrap,https://github.com//reactstrap/reactstrap,10600
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,snapappointments,bootstrap-select,https://github.com//snapappointments,https://github.com//snapappointments/bootstrap-select,9800
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,StartBootstrap,startbootstrap-sb-admin-2,https://github.com//StartBootstrap,https://github.com//StartBootstrap/startbootstrap-sb-admin-2,9600
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,mdbootstrap,material-design-for-bootstrap,https://github.com//mdbootstrap,https://github.com//mdbootstrap/material-design-for-bootstrap,9400
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,ng-bootstrap,ng-bootstrap,https://github.com//ng-bootstrap,https://github.com//ng-bootstrap/ng-bootstrap,8100
Bootstrap,"Bootstrap is an HTML, CSS, and JavaScript framework.",https://github.com//topics/bootstrap,BlackrockDigital,startbootstrap,https://github.com//BlackrockDigital,https://github.com//BlackrockDigital/startbootstrap,7200
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,ccxt,ccxt,https://github.com//ccxt,https://github.com//ccxt/ccxt,30600
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,discordjs,discord.js,https://github.com//discordjs,https://github.com//discordjs/discord.js,24600
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,python-telegram-bot,python-telegram-bot,https://github.com//python-telegram-bot,https://github.com//python-telegram-bot/python-telegram-bot,24300
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,wechaty,wechaty,https://github.com//wechaty,https://github.com//wechaty/wechaty,18500
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,RasaHQ,rasa,https://github.com//RasaHQ,https://github.com//RasaHQ/rasa,17700
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,hubotio,hubot,https://github.com//hubotio,https://github.com//hubotio/hubot,16500
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,InstaPy,InstaPy,https://github.com//InstaPy,https://github.com//InstaPy/InstaPy,16200
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,leon-ai,leon,https://github.com//leon-ai,https://github.com//leon-ai/leon,14300
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,Rapptz,discord.py,https://github.com//Rapptz,https://github.com//Rapptz/discord.py,14100
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,gunthercox,ChatterBot,https://github.com//gunthercox,https://github.com//gunthercox/ChatterBot,13800
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,tgbot-collection,YYeTsBot,https://github.com//tgbot-collection,https://github.com//tgbot-collection/YYeTsBot,13800
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,pedroslopez,whatsapp-web.js,https://github.com//pedroslopez,https://github.com//pedroslopez/whatsapp-web.js,13000
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,lss233,chatgpt-mirai-qq-bot,https://github.com//lss233,https://github.com//lss233/chatgpt-mirai-qq-bot,11400
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,howdyai,botkit,https://github.com//howdyai,https://github.com//howdyai/botkit,11300
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,Mrs4s,go-cqhttp,https://github.com//Mrs4s,https://github.com//Mrs4s/go-cqhttp,10100
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,sfyc23,EverydayWechat,https://github.com//sfyc23,https://github.com//sfyc23/EverydayWechat,9800
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,yagop,node-telegram-bot-api,https://github.com//yagop,https://github.com//yagop/node-telegram-bot-api,7800
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,microsoft,ailab,https://github.com//microsoft,https://github.com//microsoft/ailab,7600
Bot,A bot is an application that runs automated tasks over the Internet.,https://github.com//topics/bot,telegraf,telegraf,https://github.com//telegraf,https://github.com//telegraf/telegraf,7400
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,microsoft,botframework-sdk,https://github.com//microsoft,https://github.com//microsoft/botframework-sdk,7300
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,Genymobile,scrcpy,https://github.com//Genymobile,https://github.com//Genymobile/scrcpy,98800
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,neovim,neovim,https://github.com//neovim,https://github.com//neovim/neovim,74400
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,obsproject,obs-studio,https://github.com//obsproject,https://github.com//obsproject/obs-studio,54400
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,fffaraz,awesome-cpp,https://github.com//fffaraz,https://github.com//fffaraz/awesome-cpp,54100
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,git,git,https://github.com//git,https://github.com//git/git,49000
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,FFmpeg,FFmpeg,https://github.com//FFmpeg,https://github.com//FFmpeg/FFmpeg,41100
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,serhii-londar,open-source-mac-os-apps,https://github.com//serhii-londar,https://github.com//serhii-londar/open-source-mac-os-apps,38800
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,vim,vim,https://github.com//vim,https://github.com//vim/vim,34400
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,curl,curl,https://github.com//curl,https://github.com//curl/curl,33300
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,huihut,interview,https://github.com//huihut,https://github.com//huihut/interview,32200
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,ggreer,the_silver_searcher,https://github.com//ggreer,https://github.com//ggreer/the_silver_searcher,25600
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,mpv-player,mpv,https://github.com//mpv-player,https://github.com//mpv-player/mpv,25300
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,ossrs,srs,https://github.com//ossrs,https://github.com//ossrs/srs,23800
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,google,flatbuffers,https://github.com//google,https://github.com//google/flatbuffers,21800
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,ruby,ruby,https://github.com//ruby,https://github.com//ruby/ruby,21400
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,kovidgoyal,kitty,https://github.com//kovidgoyal,https://github.com//kovidgoyal/kitty,21300
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,microsoft,vcpkg,https://github.com//microsoft,https://github.com//microsoft/vcpkg,21000
C,C is a general purpose programming language that first appeared in 1972.,https://github.com//topics/c,hashcat,hashcat,https://github.com//hashcat,https://github.com//hashcat/hashcat,19400
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,radareorg,radare2,https://github.com//radareorg,https://github.com//radareorg/radare2,19300
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,raysan5,raylib,https://github.com//raysan5,https://github.com//raysan5/raylib,17900
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,electron,electron,https://github.com//electron,https://github.com//electron/electron,111000
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,puppeteer,puppeteer,https://github.com//puppeteer,https://github.com//puppeteer/puppeteer,86200
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,microsoft,playwright,https://github.com//microsoft,https://github.com//microsoft/playwright,59700
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,iamadamdev,bypass-paywalls-chrome,https://github.com//iamadamdev,https://github.com//iamadamdev/bypass-paywalls-chrome,45600
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,FiloSottile,mkcert,https://github.com//FiloSottile,https://github.com//FiloSottile/mkcert,44800
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,jaywcjlove,linux-command,https://github.com//jaywcjlove,https://github.com//jaywcjlove/linux-command,27300
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,ovity,octotree,https://github.com//ovity,https://github.com//ovity/octotree,22600
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,segment-boneyard,nightmare,https://github.com//segment-boneyard,https://github.com//segment-boneyard/nightmare,19500
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,checkly,headless-recorder,https://github.com//checkly,https://github.com//checkly/headless-recorder,14900
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,GoogleChrome,chrome-extensions-samples,https://github.com//GoogleChrome,https://github.com//GoogleChrome/chrome-extensions-samples,13900
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,google,WebFundamentals,https://github.com//google,https://github.com//google/WebFundamentals,13900
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,schickling,chromeless,https://github.com//schickling,https://github.com//schickling/chromeless,13200
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,gildas-lormeau,SingleFile,https://github.com//gildas-lormeau,https://github.com//gildas-lormeau/SingleFile,13200
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,casesandberg,react-color,https://github.com//casesandberg,https://github.com//casesandberg/react-color,11800
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,crimx,ext-saladict,https://github.com//crimx,https://github.com//crimx/ext-saladict,11500
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,MetaMask,metamask-extension,https://github.com//MetaMask,https://github.com//MetaMask/metamask-extension,11200
Chrome,Chrome is a web browser from the tech company Google.,https://github.com//topics/chrome,chromedp,chromedp,https://github.com//chromedp,https://github.com//chromedp/chromedp,10100
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,moonD4rk,HackBrowserData,https://github.com//moonD4rk,https://github.com//moonD4rk/HackBrowserData,9700
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,ajayyy,SponsorBlock,https://github.com//ajayyy,https://github.com//ajayyy/SponsorBlock,8500
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,uBlock-LLC,uBlock,https://github.com//uBlock-LLC,https://github.com//uBlock-LLC/uBlock,8200
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,iamadamdev,bypass-paywalls-chrome,https://github.com//iamadamdev,https://github.com//iamadamdev/bypass-paywalls-chrome,45600
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,jaywcjlove,linux-command,https://github.com//jaywcjlove,https://github.com//jaywcjlove/linux-command,27300
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,refined-github,refined-github,https://github.com//refined-github,https://github.com//refined-github/refined-github,22700
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,openai-translator,openai-translator,https://github.com//openai-translator,https://github.com//openai-translator/openai-translator,20900
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,darkreader,darkreader,https://github.com//darkreader,https://github.com//darkreader/darkreader,18400
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,dailydotdev,daily,https://github.com//dailydotdev,https://github.com//dailydotdev/daily,15800
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,checkly,headless-recorder,https://github.com//checkly,https://github.com//checkly/headless-recorder,14900
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,unbug,codelf,https://github.com//unbug,https://github.com//unbug/codelf,13900
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,wong2,chatgpt-google-extension,https://github.com//wong2,https://github.com//wong2/chatgpt-google-extension,13300
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,gildas-lormeau,SingleFile,https://github.com//gildas-lormeau,https://github.com//gildas-lormeau/SingleFile,13200
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,immersive-translate,immersive-translate,https://github.com//immersive-translate,https://github.com//immersive-translate/immersive-translate,12800
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,Anarios,return-youtube-dislike,https://github.com//Anarios,https://github.com//Anarios/return-youtube-dislike,12100
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,crimx,ext-saladict,https://github.com//crimx,https://github.com//crimx/ext-saladict,11500
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,listen1,listen1_chrome_extension,https://github.com//listen1,https://github.com//listen1/listen1_chrome_extension,10900
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,josStorer,chatGPTBox,https://github.com//josStorer,https://github.com//josStorer/chatGPTBox,9400
Chrome extension,Chrome extensions enable users to customize the Chrome browsing experience.,https://github.com//topics/chrome-extension,chathub-dev,chathub,https://github.com//chathub-dev,https://github.com//chathub-dev/chathub,9200
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,AutomaApp,automa,https://github.com//AutomaApp,https://github.com//AutomaApp/automa,9200
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,alyssaxuu,screenity,https://github.com//alyssaxuu,https://github.com//alyssaxuu/screenity,9200
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,ajayyy,SponsorBlock,https://github.com//ajayyy,https://github.com//ajayyy/SponsorBlock,8500
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,appbaseio,dejavu,https://github.com//appbaseio,https://github.com//appbaseio/dejavu,8300
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,ohmyzsh,ohmyzsh,https://github.com//ohmyzsh,https://github.com//ohmyzsh/ohmyzsh,167000
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,junegunn,fzf,https://github.com//junegunn,https://github.com//junegunn/fzf,58100
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,sherlock-project,sherlock,https://github.com//sherlock-project,https://github.com//sherlock-project/sherlock,49600
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,sharkdp,bat,https://github.com//sharkdp,https://github.com//sharkdp/bat,45500
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,BurntSushi,ripgrep,https://github.com//BurntSushi,https://github.com//BurntSushi/ripgrep,43600
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,jesseduffield,lazygit,https://github.com//jesseduffield,https://github.com//jesseduffield/lazygit,43300
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,wagoodman,dive,https://github.com//wagoodman,https://github.com//wagoodman/dive,42700
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,google,zx,https://github.com//google,https://github.com//google/zx,40400
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,n8n-io,n8n,https://github.com//n8n-io,https://github.com//n8n-io/n8n,39000
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,chubin,cheat.sh,https://github.com//chubin,https://github.com//chubin/cheat.sh,37100
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,spf13,cobra,https://github.com//spf13,https://github.com//spf13/cobra,35300
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,cli,cli,https://github.com//cli,https://github.com//cli/cli,34700
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,httpie,cli,https://github.com//httpie,https://github.com//httpie/cli,31300
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,sharkdp,fd,https://github.com//sharkdp,https://github.com//sharkdp/fd,30900
Command line interface,"A CLI, or command-line interface, is a console that helps users issue commands to a program.",https://github.com//topics/cli,alebcay,awesome-shell,https://github.com//alebcay,https://github.com//alebcay/awesome-shell,30400
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,ibraheemdev,modern-unix,https://github.com//ibraheemdev,https://github.com//ibraheemdev/modern-unix,29400
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,acheong08,ChatGPT,https://github.com//acheong08,https://github.com//acheong08/ChatGPT,27800
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,tqdm,tqdm,https://github.com//tqdm,https://github.com//tqdm/tqdm,27100
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,angular,angular-cli,https://github.com//angular,https://github.com//angular/angular-cli,26600
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,google,python-fire,https://github.com//google,https://github.com//google/python-fire,26000
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,metabase,metabase,https://github.com//metabase,https://github.com//metabase/metabase,35900
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,logseq,logseq,https://github.com//logseq,https://github.com//logseq/logseq,28700
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,penpot,penpot,https://github.com//penpot,https://github.com//penpot/penpot,25800
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,deeplearning4j,deeplearning4j,https://github.com//deeplearning4j,https://github.com//deeplearning4j/deeplearning4j,13400
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,LightTable,LightTable,https://github.com//LightTable,https://github.com//LightTable/LightTable,11700
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,kanaka,mal,https://github.com//kanaka,https://github.com//kanaka/mal,9700
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,lk-geimfari,awesomo,https://github.com//lk-geimfari,https://github.com//lk-geimfari/awesomo,9200
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,tonsky,datascript,https://github.com//tonsky,https://github.com//tonsky/datascript,5300
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,reagent-project,reagent,https://github.com//reagent-project,https://github.com//reagent-project/reagent,4700
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,izhangzhihao,intellij-rainbow-brackets,https://github.com//izhangzhihao,https://github.com//izhangzhihao/intellij-rainbow-brackets,4300
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,riemann,riemann,https://github.com//riemann,https://github.com//riemann/riemann,4200
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,weavejester,compojure,https://github.com//weavejester,https://github.com//weavejester/compojure,4100
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,bbatsov,clojure-style-guide,https://github.com//bbatsov,https://github.com//bbatsov/clojure-style-guide,4000
Clojure,"Clojure is a dynamic, general-purpose programming language.",https://github.com//topics/clojure,status-im,status-mobile,https://github.com//status-im,https://github.com//status-im/status-mobile,3800
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,babashka,babashka,https://github.com//babashka,https://github.com//babashka/babashka,3800
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,ring-clojure,ring,https://github.com//ring-clojure,https://github.com//ring-clojure/ring,3700
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,defold,defold,https://github.com//defold,https://github.com//defold/defold,3500
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,clojure-emacs,cider,https://github.com//clojure-emacs,https://github.com//clojure-emacs/cider,3500
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,viebel,klipse,https://github.com//viebel,https://github.com//viebel/klipse,3100
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,tallesl,Rich-Hickey-fanclub,https://github.com//tallesl,https://github.com//tallesl/Rich-Hickey-fanclub,3000
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,realm,SwiftLint,https://github.com//realm,https://github.com//realm/SwiftLint,18200
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,facebook,infer,https://github.com//facebook,https://github.com//facebook/infer,14600
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,analysis-tools-dev,static-analysis,https://github.com//analysis-tools-dev,https://github.com//analysis-tools-dev/static-analysis,12600
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,federico-busato,Modern-CPP-Programming,https://github.com//federico-busato,https://github.com//federico-busato/Modern-CPP-Programming,10400
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,Kristories,awesome-guidelines,https://github.com//Kristories,https://github.com//Kristories/awesome-guidelines,9400
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,super-linter,super-linter,https://github.com//super-linter,https://github.com//super-linter/super-linter,9100
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,SonarSource,sonarqube,https://github.com//SonarSource,https://github.com//SonarSource/sonarqube,8400
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,checkstyle,checkstyle,https://github.com//checkstyle,https://github.com//checkstyle/checkstyle,8100
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,reviewdog,reviewdog,https://github.com//reviewdog,https://github.com//reviewdog/reviewdog,7200
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,facebook,pyre-check,https://github.com//facebook,https://github.com//facebook/pyre-check,6600
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,detekt,detekt,https://github.com//detekt,https://github.com//detekt/detekt,6000
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,import-js,eslint-plugin-import,https://github.com//import-js,https://github.com//import-js/eslint-plugin-import,5200
Code quality,"Automate your code review with style, quality, security, and test‑coverage checks when you need them.",https://github.com//topics/code-quality,trekhleb,state-of-the-art-shitcode,https://github.com//trekhleb,https://github.com//trekhleb/state-of-the-art-shitcode,5200
Code review,Ensure your code meets quality standards and ship with confidence.,https://github.com//topics/code-review,pylint-dev,pylint,https://github.com//pylint-dev,https://github.com//pylint-dev/pylint,5100
